leto;ime;priimek;kategorija;spol;datum rojstva;drzava rojstva
1977;Ilya;Prigogine;chemistry;male;25-01-1917;RU
1977;Roger;Guillemin;medicine;male;11-01-1924;FR
1977;Amnesty International;;peace;org;1961-00-00;
1977;Vicente;Aleixandre;literature;male;1898-04-26;ES
1978;Anwar;al-Sadat;peace;male;25-12-1918;EG
1978;Menachem;Begin;peace;male;16-08-1913;BY
1978;Arno;Penzias;physics;male;26-04-1933;DE
1978;Hamilton O.;Smith;medicine;male;23-08-1931;US
1978;Daniel;Nathans;medicine;male;30-10-1928;US
1978;Werner;Arber;medicine;male;03-06-1929;CH
1978;Robert Woodrow;Wilson;physics;male;10-01-1936;US
1978;Isaac Bashevis;Singer;literature;male;14-07-1904;PL
1978;Herbert;Simon;economics;male;15-06-1916;US
1978;Pyotr;Kapitsa;physics;male;1894-07-09;RU
1978;Peter;Mitchell;chemistry;male;29-09-1920;GB
1979;Georg;Wittig;chemistry;male;1897-06-16;DE
1979;Theodore W.;Schultz;economics;male;30-04-1902;US
1979;Sir Arthur;Lewis;economics;male;23-01-1915;LC
1979;Anjezë Gonxhe;Bojaxhiu;peace;female;26-08-1910;MK
1979;Herbert C.;Brown;chemistry;male;22-05-1912;GB
1979;Sheldon;Glashow;physics;male;05-12-1932;US
1979;Steven;Weinberg;physics;male;03-05-1933;US
1979;Godfrey N.;Hounsfield;medicine;male;28-08-1919;GB
1979;Allan M.;Cormack;medicine;male;23-02-1924;ZA
1979;Odysseus;Elytis;literature;male;02-11-1911;GR
1979;Abdus;Salam;physics;male;29-01-1926;PK
1980;Frederick;Sanger;chemistry;male;13-08-1918;GB
1980;Jean;Dausset;medicine;male;19-10-1916;FR
1980;Baruj;Benacerraf;medicine;male;29-10-1920;VE
1980;Lawrence R.;Klein;economics;male;14-09-1920;US
1980;Paul;Berg;chemistry;male;30-06-1926;US
1980;Adolfo;Pérez Esquivel;peace;male;26-11-1931;AR
1980;Walter;Gilbert;chemistry;male;21-03-1932;US
1980;Val;Fitch;physics;male;10-03-1923;US
1980;James;Cronin;physics;male;29-09-1931;US
1980;Czeslaw;Milosz;literature;male;30-06-1911;LT
1980;George D.;Snell;medicine;male;19-12-1903;US
1981;James;Tobin;economics;male;05-03-1918;US
1981;Elias;Canetti;literature;male;25-07-1905;BG
1981;David H.;Hubel;medicine;male;27-02-1926;CA
1981;Nicolaas;Bloembergen;physics;male;11-03-1920;NL
1981;Office of the United Nations High Commissioner for Refugees;;peace;org;14-12-1950;
1981;Roger W.;Sperry;medicine;male;20-08-1913;US
1981;Kenichi;Fukui;chemistry;male;04-10-1918;JP
1981;Roald;Hoffmann;chemistry;male;18-07-1937;UA
1981;Torsten N.;Wiesel;medicine;male;03-06-1924;SE
1981;Arthur L.;Schawlow;physics;male;05-05-1921;US
1981;Kai M.;Siegbahn;physics;male;20-04-1918;SE
1982;George J.;Stigler;economics;male;17-01-1911;US
1982;Alva;Myrdal;peace;female;31-01-1902;SE
1982;Gabriel;García Márquez;literature;male;06-03-1927;CO
1982;John R.;Vane;medicine;male;29-03-1927;GB
1982;Aaron;Klug;chemistry;male;11-08-1926;LT
1982;Sune K.;Bergström;medicine;male;10-01-1916;SE
1982;Kenneth G.;Wilson;physics;male;08-06-1936;US
1982;Alfonso;García Robles;peace;male;20-03-1911;MX
1982;Bengt I.;Samuelsson;medicine;male;21-05-1934;SE
1983;Lech;Walesa;peace;male;29-09-1943;PL
1983;Henry;Taube;chemistry;male;30-11-1915;CA
1983;Barbara;McClintock;medicine;female;16-06-1902;US
1983;Gerard;Debreu;economics;male;04-07-1921;FR
1983;William;Golding;literature;male;19-09-1911;GB
1983;William A.;Fowler;physics;male;09-08-1911;US
1983;Subramanyan;Chandrasekhar;physics;male;19-10-1910;PK
1984;Niels K.;Jerne;medicine;male;23-12-1911;GB
1984;Georges J.F.;Köhler;medicine;male;17-04-1946;DE
1984;César;Milstein;medicine;male;08-10-1927;AR
1984;Jaroslav;Seifert;literature;male;23-09-1901;CZ
1984;Desmond;Tutu;peace;male;07-10-1931;ZA
1984;Bruce;Merrifield;chemistry;male;15-07-1921;US
1984;Simon;van der Meer;physics;male;24-11-1925;NL
1984;Carlo;Rubbia;physics;male;31-03-1934;IT
1984;Richard;Stone;economics;male;30-08-1913;GB
1985;International Physicians for the Prevention of Nuclear War;;peace;org;1980-00-00;
1985;Klaus;von Klitzing;physics;male;28-06-1943;PL
1985;Joseph L.;Goldstein;medicine;male;18-04-1940;US
1985;Michael S.;Brown;medicine;male;13-04-1941;US
1985;Herbert A.;Hauptman;chemistry;male;14-02-1917;US
1985;Jerome;Karle;chemistry;male;18-06-1918;US
1985;Claude;Simon;literature;male;10-10-1913;MG
1985;Franco;Modigliani;economics;male;18-06-1918;IT
1986;Dudley R.;Herschbach;chemistry;male;18-06-1932;US
1986;John C.;Polanyi;chemistry;male;23-01-1929;DE
1986;Gerd;Binnig;physics;male;20-07-1947;DE
1986;Heinrich;Rohrer;physics;male;06-06-1933;CH
1986;Ernst;Ruska;physics;male;25-12-1906;DE
1986;Yuan T.;Lee;chemistry;male;19-11-1936;TW
1986;Rita;Levi-Montalcini;medicine;female;22-04-1909;IT
1986;Stanley;Cohen;medicine;male;17-11-1922;US
1986;Elie;Wiesel;peace;male;30-09-1928;RO
1986;Wole;Soyinka;literature;male;13-07-1934;NG
1986;James M.;Buchanan Jr.;economics;male;03-10-1919;US
1987;Charles J.;Pedersen;chemistry;male;03-10-1904;KR
1987;Joseph;Brodsky;literature;male;24-05-1940;RU
1987;K. Alex;Müller;physics;male;20-04-1927;CH
1987;Jean-Marie;Lehn;chemistry;male;30-09-1939;FR
1987;J. Georg;Bednorz;physics;male;16-05-1950;DE
1987;Susumu;Tonegawa;medicine;male;05-09-1939;JP
1987;Robert M.;Solow;economics;male;23-08-1924;US
1987;Oscar;Arias Sánchez;peace;male;13-09-1940;CR
1987;Donald J.;Cram;chemistry;male;22-04-1919;US
1988;United Nations Peacekeeping Forces;;peace;org;1948-00-00;
1988;Jack;Steinberger;physics;male;25-05-1921;DE
1988;Melvin;Schwartz;physics;male;02-11-1932;US
1988;Leon M.;Lederman;physics;male;15-07-1922;US
1988;George H.;Hitchings;medicine;male;18-04-1905;US
1988;Hartmut;Michel;chemistry;male;18-07-1948;DE
1988;Robert;Huber;chemistry;male;20-02-1937;DE
1988;Johann;Deisenhofer;chemistry;male;30-09-1943;DE
1988;Naguib;Mahfouz;literature;male;11-12-1911;EG
1988;Sir James W.;Black;medicine;male;14-06-1924;GB
1988;Gertrude B.;Elion;medicine;female;23-01-1918;US
1988;Maurice;Allais;economics;male;31-05-1911;FR
1989;Thomas R.;Cech;chemistry;male;08-12-1947;US
1989;Sidney;Altman;chemistry;male;07-05-1939;CA
1989;Hans G.;Dehmelt;physics;male;09-09-1922;DE
1989;Norman F.;Ramsey;physics;male;27-08-1915;US
1989;J. Michael;Bishop;medicine;male;22-02-1936;US
1989;Wolfgang;Paul;physics;male;10-08-1913;DE
1989;Trygve;Haavelmo;economics;male;13-12-1911;NO
1989;Camilo José;Cela;literature;male;11-05-1916;ES
1989;Lhamo;Thondup;peace;male;06-07-1935;CN
1989;Harold E.;Varmus;medicine;male;18-12-1939;US
1990;Octavio;Paz;literature;male;31-03-1914;MX
1990;Richard E.;Taylor;physics;male;02-11-1929;CA
1990;Henry W.;Kendall;physics;male;09-12-1926;US
1990;Jerome I.;Friedman;physics;male;28-03-1930;US
1990;Harry M.;Markowitz;economics;male;24-08-1927;US
1990;Merton H.;Miller;economics;male;16-05-1923;US
1990;Joseph E.;Murray;medicine;male;01-04-1919;US
1990;Mikhail;Gorbachev;peace;male;02-03-1931;RU
1990;E. Donnall;Thomas;medicine;male;15-03-1920;US
1990;William F.;Sharpe;economics;male;16-06-1934;US
1990;Elias James;Corey;chemistry;male;12-07-1928;US
1991;Ronald H.;Coase;economics;male;29-12-1910;GB
1991;Nadine;Gordimer;literature;female;20-11-1923;ZA
1991;Bert;Sakmann;medicine;male;12-06-1942;DE
1991;Pierre-Gilles;de Gennes;physics;male;24-10-1932;FR
1991;Aung San Suu Kyi;;peace;female;19-06-1945;MM
1991;Erwin;Neher;medicine;male;20-03-1944;DE
1991;Richard R.;Ernst;chemistry;male;14-08-1933;CH
1992;Derek;Walcott;literature;male;23-01-1930;LC
1992;Edmond H.;Fischer;medicine;male;06-04-1920;CN
1992;Rudolph A.;Marcus;chemistry;male;21-07-1923;CA
1992;Gary;Becker;economics;male;02-12-1930;US
1992;Rigoberta;Menchú Tum;peace;female;09-01-1959;GT
1992;Georges;Charpak;physics;male;01-08-1924;PL
1992;Edwin G.;Krebs;medicine;male;06-06-1918;US
1993;Russell A.;Hulse;physics;male;28-11-1950;US
1993;Joseph H.;Taylor Jr.;physics;male;29-03-1941;US
1993;Toni;Morrison;literature;female;18-02-1931;US
1993;Douglass C.;North;economics;male;05-11-1920;US
1993;Michael;Smith;chemistry;male;26-04-1932;GB
1993;Phillip A.;Sharp;medicine;male;06-06-1944;US
1993;Richard J.;Roberts;medicine;male;06-09-1943;GB
1993;Kary B.;Mullis;chemistry;male;28-12-1944;US
1993;F.W.;de Klerk;peace;male;18-03-1936;ZA
1993;Robert W.;Fogel;economics;male;01-07-1927;US
1993;Nelson;Mandela;peace;male;18-07-1918;ZA
1994;Alfred G.;Gilman;medicine;male;01-07-1941;US
1994;Martin;Rodbell;medicine;male;01-12-1925;US
1994;George A.;Olah;chemistry;male;22-05-1927;HU
1994;Bertram N.;Brockhouse;physics;male;15-07-1918;CA
1994;Clifford G.;Shull;physics;male;23-09-1915;US
1994;Kenzaburo;Oe;literature;male;31-01-1935;JP
1994;Yasser;Arafat;peace;male;24-08-1929;EG
1994;Yitzhak;Rabin;peace;male;01-03-1922;IL
1994;Shimon;Peres;peace;male;16-08-1923;BY
1994;John C.;Harsanyi;economics;male;29-05-1920;HU
1994;John F.;Nash Jr.;economics;male;13-06-1928;US
1994;Reinhard;Selten;economics;male;05-10-1930;PL
1995;Frederick;Reines;physics;male;16-03-1918;US
1995;Edward B.;Lewis;medicine;male;20-05-1918;US
1995;Paul J.;Crutzen;chemistry;male;03-12-1933;NL
1995;Mario J.;Molina;chemistry;male;19-03-1943;MX
1995;Robert E.;Lucas Jr.;economics;male;15-09-1937;US
1995;Seamus;Heaney;literature;male;13-04-1939;GB
1995;F. Sherwood;Rowland;chemistry;male;28-06-1927;US
1995;Christiane;Nüsslein-Volhard;medicine;female;20-10-1942;DE
1995;Joseph;Rotblat;peace;male;04-11-1908;PL
1995;Pugwash Conferences on Science and World Affairs;;peace;org;1957-00-00;
1995;Martin L.;Perl;physics;male;24-06-1927;US
1995;Eric F.;Wieschaus;medicine;male;08-06-1947;US
1996;David M.;Lee;physics;male;20-01-1931;US
1996;Robert C.;Richardson;physics;male;26-06-1937;US
1996;Douglas D.;Osheroff;physics;male;01-08-1945;US
1996;Peter C.;Doherty;medicine;male;15-10-1940;AU
1996;Rolf M.;Zinkernagel;medicine;male;06-01-1944;CH
1996;Richard E.;Smalley;chemistry;male;06-06-1943;US
1996;Wislawa;Szymborska;literature;female;02-07-1923;PL
1996;Carlos Filipe Ximenes;Belo;peace;male;03-02-1948;TL
1996;José;Ramos-Horta;peace;male;26-12-1949;TL
1996;Robert F.;Curl Jr.;chemistry;male;23-08-1933;US
1996;William;Vickrey;economics;male;21-06-1914;CA
1996;Sir Harold;Kroto;chemistry;male;07-10-1939;GB
1996;James A.;Mirrlees;economics;male;05-07-1936;GB
1997;Dario;Fo;literature;male;24-03-1926;IT
1997;John E.;Walker;chemistry;male;07-01-1941;GB
1997;Jens C.;Skou;chemistry;male;08-10-1918;DK
1997;Robert C.;Merton;economics;male;31-07-1944;US
1997;Stanley B.;Prusiner;medicine;male;28-05-1942;US
1997;William D.;Phillips;physics;male;05-11-1948;US
1997;Myron;Scholes;economics;male;01-07-1941;CA
1997;Claude;Cohen-Tannoudji;physics;male;01-04-1933;DZ
1997;Steven;Chu;physics;male;28-02-1948;US
1997;Jody;Williams;peace;female;09-10-1950;US
1997;International Campaign to Ban Landmines;;peace;org;1992-00-00;
1997;Paul D.;Boyer;chemistry;male;31-07-1918;US
1998;Amartya;Sen;economics;male;03-11-1933;IN
1998;Horst L.;Störmer;physics;male;06-04-1949;DE
1998;José;Saramago;literature;male;16-11-1922;PT
1998;Daniel C.;Tsui;physics;male;28-02-1939;CN
1998;Walter;Kohn;chemistry;male;09-03-1923;AT
1998;Robert F.;Furchgott;medicine;male;04-06-1916;US
1998;Louis J.;Ignarro;medicine;male;31-05-1941;US
1998;Ferid;Murad;medicine;male;14-09-1936;US
1998;John;Pople;chemistry;male;31-10-1925;GB
1998;John;Hume;peace;male;18-01-1937;GB
1998;David;Trimble;peace;male;15-10-1944;GB
1998;Robert B.;Laughlin;physics;male;01-11-1950;US
1999;Günter;Grass;literature;male;16-10-1927;PL
1999;Ahmed;Zewail;chemistry;male;26-02-1946;EG
1999;Doctors Without Borders;;peace;org;1971-00-00;
1999;Martinus J.G.;Veltman;physics;male;27-06-1931;NL
1999;Gerardus;'t Hooft;physics;male;05-07-1946;NL
1999;Robert;Mundell;economics;male;24-10-1932;CA
1999;Günter;Blobel;medicine;male;21-05-1936;PL
2000;Alan;MacDiarmid;chemistry;male;14-04-1927;NZ
2000;Xingjian;Gao;literature;male;04-01-1940;CN
2000;Daniel L.;McFadden;economics;male;29-07-1937;US
2000;James J.;Heckman;economics;male;19-04-1944;US
2000;Hideki;Shirakawa;chemistry;male;20-08-1936;JP
2000;Alan;Heeger;chemistry;male;22-01-1936;US
2000;Paul;Greengard;medicine;male;11-12-1925;US
2000;Herbert;Kroemer;physics;male;25-08-1928;DE
2000;Zhores;Alferov;physics;male;15-03-1930;BY
2000;Kim;Dae-jung;peace;male;03-12-1925;KR
2000;Eric;Kandel;medicine;male;07-11-1929;AT
2000;Arvid;Carlsson;medicine;male;25-01-1923;SE
2000;Jack;Kilby;physics;male;08-11-1923;US
2001;George A.;Akerlof;economics;male;17-06-1940;US
2001;Kofi;Annan;peace;male;08-04-1938;GH
2001;United Nations;;peace;org;1945-00-00;
2001;V. S.;Naipaul;literature;male;17-08-1932;TT
2001;Joseph E.;Stiglitz;economics;male;09-02-1943;US
2001;A. Michael;Spence;economics;male;1943-00-00;US
2001;Barry;Sharpless;chemistry;male;28-04-1941;US
2001;Ryoji;Noyori;chemistry;male;03-09-1938;JP
2001;William;Knowles;chemistry;male;01-06-1917;US
2001;Carl;Wieman;physics;male;26-03-1951;US
2001;Wolfgang;Ketterle;physics;male;21-10-1957;DE
2001;Eric;Cornell;physics;male;19-12-1961;US
2001;Sir Paul;Nurse;medicine;male;25-01-1949;GB
2001;Tim;Hunt;medicine;male;19-02-1943;GB
2001;Leland;Hartwell;medicine;male;30-10-1939;US
2002;Jimmy;Carter;peace;male;01-10-1924;US
2002;Imre;Kertész;literature;male;09-11-1929;HU
2002;Daniel;Kahneman;economics;male;05-03-1934;IL
2002;Kurt;Wüthrich;chemistry;male;04-10-1938;CH
2002;Koichi;Tanaka;chemistry;male;03-08-1959;JP
2002;John B.;Fenn;chemistry;male;15-06-1917;US
2002;Vernon L.;Smith;economics;male;01-01-1927;US
2002;Masatoshi;Koshiba;physics;male;19-09-1926;JP
2002;Raymond;Davis Jr.;physics;male;14-10-1914;US
2002;John E.;Sulston;medicine;male;27-03-1942;GB
2002;H. Robert;Horvitz;medicine;male;08-05-1947;US
2002;Sydney;Brenner;medicine;male;13-01-1927;ZA
2002;Riccardo;Giacconi;physics;male;06-10-1931;IT
2003;Shirin;Ebadi;peace;female;21-06-1947;IR
2003;Clive W.J.;Granger;economics;male;04-09-1934;GB
2003;Robert F.;Engle III;economics;male;10-11-1942;US
2003;Roderick;MacKinnon;chemistry;male;19-02-1956;US
2003;Peter;Agre;chemistry;male;30-01-1949;US
2003;Anthony J.;Leggett;physics;male;26-03-1938;GB
2003;Vitaly L.;Ginzburg;physics;male;04-10-1916;RU
2003;Sir Peter;Mansfield;medicine;male;09-10-1933;GB
2003;Paul C.;Lauterbur;medicine;male;06-05-1929;US
2003;J. M.;Coetzee;literature;male;09-02-1940;ZA
2003;Alexei;Abrikosov;physics;male;25-06-1928;RU
2004;Edward C.;Prescott;economics;male;26-12-1940;US
2004;Irwin;Rose;chemistry;male;16-07-1926;US
2004;Finn E.;Kydland;economics;male;01-12-1943;NO
2004;Wangari;Maathai;peace;female;01-04-1940;KE
2004;Elfriede;Jelinek;literature;female;20-10-1946;AT
2004;Avram;Hershko;chemistry;male;31-12-1937;HU
2004;David J.;Gross;physics;male;19-02-1941;US
2004;Frank;Wilczek;physics;male;15-05-1951;US
2004;H. David;Politzer;physics;male;31-08-1949;US
2004;Linda B.;Buck;medicine;female;29-01-1947;US
2004;Richard;Axel;medicine;male;02-07-1946;US
2004;Aaron;Ciechanover;chemistry;male;01-10-1947;IL
2005;Harold;Pinter;literature;male;10-10-1930;GB
2005;Thomas C.;Schelling;economics;male;14-04-1921;US
2005;Mohamed;ElBaradei;peace;male;17-06-1942;EG
2005;International Atomic Energy Agency;;peace;org;1957-00-00;
2005;Richard R.;Schrock;chemistry;male;04-01-1945;US
2005;Robert H.;Grubbs;chemistry;male;27-02-1942;US
2005;Robert J.;Aumann;economics;male;08-06-1930;DE
2005;Theodor W.;Hänsch;physics;male;30-10-1941;DE
2005;John L.;Hall;physics;male;21-08-1934;US
2005;Roy J.;Glauber;physics;male;01-09-1925;US
2005;J. Robin;Warren;medicine;male;11-06-1937;AU
2005;Barry J.;Marshall;medicine;male;30-09-1951;AU
2005;Yves;Chauvin;chemistry;male;10-10-1930;BE
2006;Grameen Bank;;peace;org;1976-00-00;
2006;Muhammad;Yunus;peace;male;28-06-1940;BD
2006;Orhan;Pamuk;literature;male;07-06-1952;TR
2006;Edmund S.;Phelps;economics;male;26-07-1933;US
2006;Roger D.;Kornberg;chemistry;male;24-04-1947;US
2006;George F.;Smoot;physics;male;20-02-1945;US
2006;Craig C.;Mello;medicine;male;18-10-1960;US
2006;Andrew Z.;Fire;medicine;male;27-04-1959;US
2006;John C.;Mather;physics;male;07-08-1946;US
2007;Roger B.;Myerson;economics;male;29-03-1951;US
2007;Eric S.;Maskin;economics;male;12-12-1950;US
2007;Leonid;Hurwicz;economics;male;21-08-1917;RU
2007;Al;Gore;peace;male;31-03-1948;US
2007;Intergovernmental Panel on Climate Change;;peace;org;1988-00-00;
2007;Gerhard;Ertl;chemistry;male;10-10-1936;DE
2007;Doris;Lessing;literature;female;22-10-1919;IR
2007;Albert;Fert;physics;male;07-03-1938;FR
2007;Oliver;Smithies;medicine;male;23-06-1925;GB
2007;Sir Martin J.;Evans;medicine;male;01-01-1941;GB
2007;Mario R.;Capecchi;medicine;male;06-10-1937;IT
2007;Peter;Grünberg;physics;male;18-05-1939;CZ
2008;Martti;Ahtisaari;peace;male;23-06-1937;FI
2008;Jean-Marie Gustave;Le Clézio;literature;male;13-04-1940;FR
2008;Roger Y.;Tsien;chemistry;male;01-02-1952;US
2008;Martin;Chalfie;chemistry;male;15-01-1947;US
2008;Osamu;Shimomura;chemistry;male;27-08-1928;JP
2008;Toshihide;Maskawa;physics;male;07-02-1940;JP
2008;Paul;Krugman;economics;male;28-02-1953;US
2008;Yoichiro;Nambu;physics;male;18-01-1921;JP
2008;Luc;Montagnier;medicine;male;18-08-1932;FR
2008;Françoise;Barré-Sinoussi;medicine;female;30-07-1947;FR
2008;Harald;zur Hausen;medicine;male;11-03-1936;DE
2008;Makoto;Kobayashi;physics;male;07-04-1944;JP
2009;Oliver E.;Williamson;economics;male;27-09-1932;US
2009;Elinor;Ostrom;economics;female;07-08-1933;US
2009;Barack;Obama;peace;male;04-08-1961;US
2009;Herta;Müller;literature;female;17-08-1953;RO
2009;Ada E.;Yonath;chemistry;female;22-06-1939;IL
2009;Thomas A.;Steitz;chemistry;male;23-08-1940;US
2009;Venkatraman;Ramakrishnan;chemistry;male;1952-00-00;IN
2009;George E.;Smith;physics;male;10-05-1930;US
2009;Charles K.;Kao;physics;male;04-11-1933;CN
2009;Jack W.;Szostak;medicine;male;09-11-1952;GB
2009;Carol W.;Greider;medicine;female;15-04-1961;US
2009;Elizabeth H.;Blackburn;medicine;female;26-11-1948;AU
2009;Willard S.;Boyle;physics;male;19-08-1924;CA
2010;Dale T.;Mortensen;economics;male;02-02-1939;US
2010;Mario;Vargas Llosa;literature;male;28-03-1936;PE
2010;Christopher A.;Pissarides;economics;male;20-02-1948;CY
2010;Xiaobo;Liu;peace;male;28-12-1955;CN
2010;Akira;Suzuki;chemistry;male;12-09-1930;JP
2010;Peter A.;Diamond;economics;male;29-04-1940;US
2010;Richard F.;Heck;chemistry;male;15-08-1931;US
2010;Konstantin;Novoselov;physics;male;23-08-1974;RU
2010;Andre;Geim;physics;male;21-10-1958;RU
2010;Robert G.;Edwards;medicine;male;27-09-1925;GB
2010;Ei-ichi;Negishi;chemistry;male;14-07-1935;CN
2011;Christopher A.;Sims;economics;male;21-10-1942;US
2011;Tawakkol;Karman;peace;female;07-02-1979;YE
2011;Leymah;Gbowee;peace;female;01-02-1972;LR
2011;Ellen;Johnson Sirleaf;peace;female;29-10-1938;LR
2011;Tomas;Tranströmer;literature;male;15-04-1931;SE
2011;Dan;Shechtman;chemistry;male;24-01-1941;IL
2011;Thomas J.;Sargent;economics;male;19-07-1943;US
2011;Brian P.;Schmidt;physics;male;24-02-1967;US
2011;Saul;Perlmutter;physics;male;1959-00-00;US
2011;Ralph M.;Steinman;medicine;male;14-01-1943;CA
2011;Jules A.;Hoffmann;medicine;male;02-08-1941;LU
2011;Bruce A.;Beutler;medicine;male;29-12-1957;US
2011;Adam G.;Riess;physics;male;16-12-1969;US
2012;Lloyd S.;Shapley;economics;male;02-06-1923;US
2012;Alvin E.;Roth;economics;male;18-12-1951;US
2012;European Union;;peace;org;1952-00-00;
2012;Mo;Yan;literature;male;02-02-1955;CN
2012;Brian;Kobilka;chemistry;male;30-05-1955;US
2012;Robert J.;Lefkowitz;chemistry;male;15-04-1943;US
2012;Serge;Haroche;physics;male;11-09-1944;MA
2012;Shinya;Yamanaka;medicine;male;04-09-1962;JP
2012;Sir John B.;Gurdon;medicine;male;02-10-1933;GB
2012;David J.;Wineland;physics;male;24-02-1944;US
2013;Robert J.;Shiller;economics;male;29-03-1946;US
2013;Arieh;Warshel;chemistry;male;20-11-1940;IL
2013;Lars Peter;Hansen;economics;male;26-10-1952;US
2013;Eugene F.;Fama;economics;male;14-02-1939;US
2013;Organisation for the Prohibition of Chemical Weapons;;peace;org;1997-00-00;
2013;Alice;Munro;literature;female;10-07-1931;CA
2013;Michael;Levitt;chemistry;male;09-05-1947;ZA
2013;Martin;Karplus;chemistry;male;15-03-1930;AT
2013;Peter;Higgs;physics;male;29-05-1929;GB
2013;François;Englert;physics;male;06-11-1932;BE
2013;Thomas C.;Südhof;medicine;male;22-12-1955;DE
2013;Randy W.;Schekman;medicine;male;30-12-1948;US
2013;James E.;Rothman;medicine;male;03-11-1950;US
2014;Jean;Tirole;economics;male;09-08-1953;FR
2014;Malala;Yousafzai;peace;female;12-07-1997;PK
2014;Patrick;Modiano;literature;male;30-07-1945;FR
2014;William E.;Moerner;chemistry;male;24-06-1953;US
2014;Stefan W.;Hell;chemistry;male;23-12-1962;RO
2014;Eric;Betzig;chemistry;male;13-01-1960;US
2014;Kailash;Satyarthi;peace;male;11-01-1954;IN
2014;Hiroshi;Amano;physics;male;11-09-1960;JP
2014;Isamu;Akasaki;physics;male;30-01-1929;JP
2014;Edvard I.;Moser;medicine;male;27-04-1962;NO
2014;May-Britt;Moser;medicine;female;04-01-1963;NO
2014;John;O'Keefe;medicine;male;18-11-1939;US
2014;Shuji;Nakamura;physics;male;22-05-1954;JP
2015;Angus;Deaton;economics;male;19-10-1945;GB
2015;National Dialogue Quartet;;peace;org;2013-00-00;
2015;Svetlana;Alexievich;literature;female;31-05-1948;UA
2015;Aziz;Sancar;chemistry;male;08-09-1946;TR
2015;Paul;Modrich;chemistry;male;13-06-1946;US
2015;Tomas;Lindahl;chemistry;male;28-01-1938;SE
2015;Takaaki;Kajita;physics;male;09-03-1959;JP
2015;Youyou;Tu;medicine;female;30-12-1930;CN
2015;Satoshi;Ōmura;medicine;male;12-07-1935;JP
2015;William C.;Campbell;medicine;male;28-06-1930;IE
2015;Arthur B.;McDonald;physics;male;29-08-1943;CA
2016;Bengt;Holmström;economics;male;18-04-1949;FI
2016;Bernard L.;Feringa;chemistry;male;18-05-1951;NL
2016;Oliver;Hart;economics;male;09-10-1948;GB
2016;Juan Manuel;Santos;peace;male;10-08-1951;CO
2016;Sir J. Fraser;Stoddart;chemistry;male;24-05-1942;GB
2016;Bob;Dylan;literature;male;24-05-1941;US
2016;J. Michael;Kosterlitz;physics;male;22-06-1943;GB
2016;F. Duncan M.;Haldane;physics;male;14-09-1951;GB
2016;David J.;Thouless;physics;male;21-09-1934;GB
2016;Yoshinori;Ohsumi;medicine;male;09-02-1945;JP
2016;Jean-Pierre;Sauvage;chemistry;male;21-10-1944;FR
2017;International Campaign to Abolish Nuclear Weapons;;peace;org;2007-00-00;
2017;Kazuo;Ishiguro;literature;male;08-11-1954;JP
2017;Richard;Henderson;chemistry;male;19-07-1945;GB
2017;Joachim;Frank;chemistry;male;12-09-1940;DE
2017;Jacques;Dubochet;chemistry;male;08-06-1942;CH
2017;Kip S.;Thorne;physics;male;01-06-1940;US
2017;Richard H.;Thaler;economics;male;12-09-1945;US
2017;Rainer;Weiss;physics;male;29-09-1932;DE
2017;Michael W.;Young;medicine;male;28-03-1949;US
2017;Michael;Rosbash;medicine;male;07-03-1944;US
2017;Jeffrey C.;Hall;medicine;male;03-05-1945;US
2017;Barry C.;Barish;physics;male;27-01-1936;US
2018;Olga;Tokarczuk;literature;female;29-01-1962;PL
2018;Paul M.;Romer;economics;male;1955-00-00;US
2018;William D.;Nordhaus;economics;male;31-05-1941;US
2018;Nadia;Murad;peace;female;1993-00-00;IQ
2018;Denis;Mukwege;peace;male;01-03-1955;CD
2018;Sir Gregory P.;Winter;chemistry;male;14-04-1951;GB
2018;George P.;Smith;chemistry;male;10-03-1941;US
2018;Frances H.;Arnold;chemistry;female;25-07-1956;US
2018;Gérard;Mourou;physics;male;22-06-1944;FR
2018;Arthur;Ashkin;physics;male;02-09-1922;US
2018;Tasuku;Honjo;medicine;male;27-01-1942;JP
2018;James P.;Allison;medicine;male;07-08-1948;US
2018;Donna;Strickland;physics;female;27-05-1959;CA
2019;Akira;Yoshino;chemistry;male;30-01-1948;JP
2019;Abhijit;Banerjee;economics;male;21-02-1961;IN
2019;Michael;Kremer;economics;male;12-11-1964;US
2019;Peter;Handke;literature;male;06-12-1942;AT
2019;Esther;Duflo;economics;female;25-10-1972;FR
2019;M. Stanley;Whittingham;chemistry;male;22-12-1941;GB
2019;Abiy;Ahmed Ali;peace;male;15-08-1976;ET
2019;Didier;Queloz;physics;male;23-02-1966;CH
2019;Michel;Mayor;physics;male;12-01-1942;CH
2019;James;Peebles;physics;male;25-04-1935;CA
2019;Gregg;Semenza;medicine;male;12-07-1956;US
2019;Peter;Ratcliffe;medicine;male;14-05-1954;GB
2019;William;Kaelin;medicine;male;23-11-1957;US
2019;John;Goodenough;chemistry;male;25-07-1922;DE
2020;Robert;Wilson;economics;male;16-05-1937;US
2020;Paul;Milgrom;economics;male;20-04-1948;US
2020;World Food Programme;;peace;org;1961-00-00;
2020;Louise;Glück;literature;female;22-04-1943;US
2020;Jennifer A.;Doudna;chemistry;female;19-02-1964;US
2020;Emmanuelle;Charpentier;chemistry;female;11-12-1968;FR
2020;Reinhard;Genzel;physics;male;24-03-1952;DE
2020;Roger;Penrose;physics;male;08-08-1931;GB
